,Ind_Id,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_Status,Housing_Type,Years_Of_Birth,Employed_Years,Type_Occupation,Family_Members,Label
225,5068888,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,64.48,-13.39,Medicine staff,2,0
226,5022308,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,52.17,-9.09,Not_Known,1,0
227,5068465,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.88,-5.39,Private service staff,3,0
228,5137033,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,39.18,-0.55,Laborers,3,0
229,5100220,M,Y,Y,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.59,-16.78,Drivers,4,0
230,5078842,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,28.85,-0.32,Private service staff,3,0
231,5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,51.89,-4.83,Sales staff,2,0
232,5045253,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,57.13,-10.11,Core staff,3,0
233,5100000,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.72,-9.35,Sales staff,3,0
234,5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,26.79,-7.97,Core staff,3,0
235,5090925,F,N,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,With parents,46.58,-9.35,Laborers,2,0
236,5115947,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,26.26,-3.03,Not_Known,1,0
237,5149040,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,54.11,-9.88,Laborers,2,0
238,5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.03,-0.28,Core staff,4,0
239,5139951,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,54.76,-8.85,Not_Known,2,0
240,5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,29.64,-0.56,Laborers,3,0
241,5009443,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,26.0,-4.61,Not_Known,2,0
242,5096621,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,39.62,-4.35,Laborers,3,0
243,5149150,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,30.01,-9.8,Laborers,2,0
244,5118448,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,27.62,-2.01,Sales staff,3,0
245,5022833,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,47.29,-4.43,Core staff,2,0
246,5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,38.76,-4.36,High skill tech staff,3,0
247,5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,28.65,-2.68,Not_Known,2,0
248,5150047,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,49.2,-1.79,Sales staff,2,0
249,5088699,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,48.12,-3.45,Medicine staff,2,0
250,5115797,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39.94,-20.13,Laborers,2,0
251,5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,38.72,-10.44,Sales staff,2,0
252,5068156,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,-8.89,Not_Known,2,0
253,5117756,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,43.87,-4.52,Managers,2,0
254,5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.78,-3.71,Accountants,4,0
255,5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,34.02,-3.05,Core staff,3,0
256,5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,30.9,-1.39,Laborers,3,0
257,5125325,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.19,-7.46,Not_Known,2,0
258,5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.19,-2.72,Medicine staff,2,0
259,5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,30.13,-6.27,Core staff,4,0
260,5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36.25,-9.98,High skill tech staff,3,0
261,5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33.64,-2.38,Not_Known,2,0
262,5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,30.11,-5.96,Core staff,4,0
263,5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,34.84,-14.62,Core staff,2,0
264,5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.15,-9.68,Sales staff,2,0
265,5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,40.72,-12.07,Managers,3,0
266,5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,29.98,-1.13,Drivers,2,0
267,5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.48,-1.24,Not_Known,2,0
268,5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,25.0,-2.63,Drivers,2,0
269,5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.54,-12.91,Not_Known,1,0
270,5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.99,-5.38,Not_Known,3,0
271,5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,29.17,-3.82,Core staff,3,0
272,5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,30.79,-1.26,Accountants,3,0
273,5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62.5,-6.12,High skill tech staff,2,0
274,5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,34.86,-4.47,Core staff,4,0
275,5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45.91,-4.44,Waiters/barmen staff,2,0
276,5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,51.61,-16.39,Managers,2,0
277,5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.73,-8.64,Cooking staff,2,0
278,5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,37.8,-7.35,Drivers,2,0
279,5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,33.01,-9.43,Managers,3,0
280,5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,56.86,-6.38,Not_Known,2,0
281,5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25.09,-1.13,Core staff,2,0
282,5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,42.59,-18.21,Not_Known,3,0
283,5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.64,-1.38,High skill tech staff,4,0
284,5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,36.25,-0.55,Accountants,2,0
285,5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.09,-4.01,Laborers,3,0
286,5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35.19,-7.15,Managers,2,0
287,5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,53.24,-1.43,Core staff,2,0
288,5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.82,-3.62,Drivers,2,0
289,5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,36.68,-6.76,Not_Known,3,0
290,5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,32.22,-1.96,Not_Known,4,0
291,5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.03,-0.28,Core staff,4,0
292,5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,25.72,-4.47,Not_Known,2,0
293,5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,32.05,-1.68,HR staff,4,0
294,5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.16,-5.22,Laborers,1,0
295,5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,49.81,-0.96,Laborers,1,0
296,5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.3,-20.03,Core staff,1,0
297,5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,41.76,-19.89,High skill tech staff,3,0
298,5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,38.88,-1.72,Drivers,4,0
299,5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.73,-18.78,Laborers,2,0
300,5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,41.23,-4.46,Managers,3,0
301,5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,39.56,-16.7,Core staff,4,0
302,5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,35.59,-2.01,Drivers,2,0
303,5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.39,-1.8,Laborers,3,0
304,5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47.22,-7.4,Core staff,2,0
305,5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.72,-2.41,Laborers,3,0
306,5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,30.3,-0.43,High skill tech staff,1,0
307,5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,39.03,-0.37,Not_Known,3,0
308,5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,32.87,-4.1,Managers,1,0
309,5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42.1,-3.47,Drivers,2,0
310,5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.21,-5.3,Core staff,1,0
311,5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.21,-1.41,Sales staff,2,0
312,5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.02,-2.8,Laborers,2,0
313,5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.73,-5.83,Low-skill Laborers,2,0
314,5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,29.95,-1.58,Secretaries,1,0
315,5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,48.27,-8.94,Private service staff,1,0
316,5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,22.59,-1.18,Sales staff,2,0
317,5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27.35,-5.11,Laborers,2,0
318,5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,39.52,-12.52,Laborers,2,0
319,5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.35,-0.85,Sales staff,2,0
320,5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,60.55,-1.58,Managers,2,0
321,5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,25.53,-6.18,High skill tech staff,3,0
322,5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,33.7,-0.38,Not_Known,3,0
323,5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,32.48,-12.56,Laborers,2,0
324,5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,43.65,-12.07,Core staff,3,0
325,5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.15,-1.99,Drivers,4,0
326,5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,39.75,-10.42,Core staff,3,0
327,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.1,-6.35,Accountants,2,0
328,5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,31.79,-3.99,Managers,3,0
329,5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.09,-14.85,Drivers,3,0
330,5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.49,-1.59,Security staff,1,0
331,5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,32.75,-2.45,Laborers,2,0
332,5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,29.94,-5.1,Core staff,4,0
333,5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,39.86,-17.31,Medicine staff,1,0
334,5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,44.15,-2.74,Laborers,2,0
335,5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.5,-0.38,Sales staff,2,0
336,5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43.12,-13.06,Private service staff,2,0
337,5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,39.65,-6.19,Core staff,3,0
338,5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,26.82,-3.68,Sales staff,2,0
339,5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,40.1,-12.85,Laborers,2,0
340,5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.58,-13.71,Medicine staff,4,0
341,5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.4,-2.53,Core staff,1,0
342,5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,38.69,-3.27,Laborers,1,0
343,5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.22,-17.36,Medicine staff,4,0
344,5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,24.67,-2.17,Sales staff,2,0
345,5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,53.61,-14.94,Medicine staff,2,0
346,5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,41.17,-0.24,Accountants,3,0
347,5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,47.81,-15.05,Managers,1,0
348,5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,26.54,-1.62,Not_Known,1,0
349,5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,57.84,-13.19,Core staff,2,0
350,5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47.22,-8.22,Medicine staff,1,0
351,5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,39.01,-4.35,Core staff,2,0
352,5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,53.92,-5.76,Cleaning staff,1,0
353,5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.28,-2.83,Laborers,1,0
354,5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27.35,-5.27,Not_Known,2,0
355,5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,41.93,-3.1,Core staff,2,0
356,5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.96,-3.22,Managers,2,0
357,5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,40.06,-6.02,Core staff,2,0
358,5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,48.95,-5.24,Drivers,3,0
359,5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.34,-2.54,Laborers,4,0
360,5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.02,-6.85,High skill tech staff,3,0
361,5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,40.81,-7.27,Not_Known,2,0
362,5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.79,-3.22,Laborers,4,0
363,5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,54.72,-0.63,Laborers,2,0
364,5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.26,-2.64,Sales staff,2,0
365,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.3,-6.02,Secretaries,4,0
366,5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,31.18,-6.76,Drivers,2,0
367,5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,54.97,-2.55,Core staff,2,0
368,5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37.38,-8.1,Managers,2,0
369,5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29.55,-3.68,Not_Known,2,0
370,5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,59.99,-1.7,Security staff,2,0
371,5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,43.57,-10.38,Laborers,4,0
372,5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,46.99,-3.43,Laborers,3,0
373,5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,40.89,-8.88,Not_Known,2,0
374,5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,33.61,-0.54,Medicine staff,2,0
375,5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43.43,-0.82,Laborers,1,0
376,5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.13,-0.34,Drivers,3,0
377,5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,39.31,-11.18,Not_Known,2,0
378,5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,38.98,-14.6,Not_Known,2,0
379,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.17,-3.47,Laborers,2,0
380,5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,36.16,-2.79,Sales staff,2,0
381,5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,45.94,-8.46,Laborers,4,0
382,5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.4,-1.9,Not_Known,1,0
383,5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.5,-4.02,Cleaning staff,1,0
384,5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,26.25,-8.23,Laborers,2,0
385,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.2,-11.07,Managers,2,0
386,5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,32.81,-0.77,Sales staff,2,0
387,5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.8,-12.3,Laborers,2,0
388,5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,49.08,-3.16,Laborers,2,0
389,5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,33.83,-3.34,Managers,4,0
390,5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,49.85,-1.8,Not_Known,2,0
391,5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,47.9,-3.3,Core staff,2,0
392,5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,46.72,-1.95,Security staff,1,0
393,5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,56.62,-7.79,Not_Known,2,0
394,5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.47,-11.04,Drivers,2,0
395,5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.44,-9.1,Not_Known,3,0
396,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.38,-7.88,Laborers,2,0
397,5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,32.72,-7.56,Not_Known,3,0
398,5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,43.88,-6.94,Managers,3,0
399,5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,37.98,-14.82,Laborers,2,0
400,5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,29.89,-3.76,Managers,2,0
401,5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,55.62,-8.47,Managers,2,0
402,5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.87,-0.96,Security staff,2,0
403,5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,26.88,-8.2,Not_Known,2,0
404,5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.55,-6.52,Laborers,4,0
405,5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,36.97,-3.51,Sales staff,2,0
406,5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,32.12,-8.22,Not_Known,4,0
407,5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,31.82,-2.26,High skill tech staff,2,0
408,5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,31.85,-5.83,Not_Known,3,0
409,5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.32,-5.64,Sales staff,1,0
410,5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,24.51,-4.41,Laborers,1,0
411,5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,32.13,-1.79,Laborers,3,0
412,5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,43.82,-6.95,Sales staff,1,0
413,5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,36.87,-2.72,Drivers,4,0
414,5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,53.51,-6.39,Laborers,2,0
415,5023177,F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.6,-12.9,Laborers,3,0
416,5021967,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.11,-3.26,Sales staff,3,0
417,5146534,F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,41.51,-3.18,Core staff,3,0
418,5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.4,-2.53,Core staff,1,0
419,5100394,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.66,-10.68,Core staff,3,0
420,5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,30.62,-0.6,Drivers,3,0
421,5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,33.59,-0.61,Managers,2,0
422,5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,27.99,-2.47,Accountants,3,0
423,5028781,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.39,-8.31,Not_Known,2,0
424,5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,35.78,-9.12,Not_Known,3,0
425,5116369,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,53.45,-9.6,Drivers,2,0
426,5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,36.39,-3.63,Accountants,4,0
427,5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,42.31,-8.53,Not_Known,4,0
428,5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,47.73,-0.64,Not_Known,2,0
429,5068470,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.51,-1.97,Medicine staff,3,0
430,5090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,43.53,-0.59,Laborers,2,0
431,5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.19,-7.17,Managers,3,0
432,5092239,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,56.86,-6.38,Not_Known,2,0
433,5105560,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,46.07,-12.08,Sales staff,2,0
434,5099914,F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,27.45,-4.35,Sales staff,4,0
435,5150038,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,35.02,-4.21,Drivers,1,0
436,5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.08,-3.92,High skill tech staff,1,0
437,5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.05,-5.28,Laborers,1,0
438,5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,35.74,-7.54,Not_Known,3,0
439,5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,31.17,-2.38,Drivers,3,0
440,5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,47.84,-5.85,Sales staff,1,0
441,5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,32.1,-1.26,Managers,4,0
442,5091006,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.15,-8.85,Laborers,2,0
443,5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,25.99,-4.12,High skill tech staff,1,0
444,5117202,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.07,-0.26,Sales staff,1,0
445,5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,36.16,-10.11,Core staff,3,0
446,5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.44,-9.3,Laborers,4,0
447,5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.19,-1.26,Drivers,1,0
448,5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,32.82,-14.26,Core staff,1,0
449,5008865,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,43.18,-8.69,Laborers,4,0
450,5116640,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,43.3,-2.01,Not_Known,3,0
451,5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29.58,-6.93,Laborers,4,0
452,5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.12,-1.18,Not_Known,1,0
